Date,Open,High,Low,Close,Adj Close,Volume
2020-03-23,2.340000,2.410000,2.200000,2.250000,2.181487,38765900
2020-03-24,2.390000,2.500000,2.240000,2.250000,2.181487,29126700
2020-03-25,2.260000,2.430000,2.190000,2.370000,2.297833,27219800
2020-03-26,2.400000,2.690000,2.400000,2.640000,2.559612,56548700
2020-03-27,2.400000,2.630000,2.380000,2.510000,2.433570,21862700
2020-03-30,2.500000,2.540000,2.450000,2.480000,2.404483,19568000
2020-03-31,2.350000,2.400000,2.300000,2.300000,2.229964,28246900
2020-04-01,2.250000,2.300000,2.220000,2.250000,2.181487,29219600
2020-04-02,2.210000,2.360000,2.210000,2.310000,2.239660,23894600
2020-04-03,2.220000,2.240000,2.130000,2.180000,2.113618,28022500
2020-04-06,2.280000,2.420000,2.220000,2.230000,2.162096,27551200
2020-04-07,2.500000,2.500000,2.360000,2.370000,2.297833,22311000
2020-04-08,2.430000,2.440000,2.340000,2.410000,2.336615,19454700
2020-04-09,2.460000,2.480000,2.400000,2.400000,2.326920,23992800
2020-04-13,2.340000,2.370000,2.320000,2.360000,2.288137,30193500
2020-04-14,2.400000,2.440000,2.350000,2.360000,2.288137,19319700
2020-04-15,2.310000,2.330000,2.240000,2.290000,2.220269,24166000
2020-04-16,2.310000,2.310000,2.190000,2.200000,2.133009,21200000
2020-04-17,2.270000,2.270000,2.200000,2.220000,2.152400,13471800
2020-04-20,2.200000,2.250000,2.160000,2.240000,2.171791,20430600
2020-04-21,2.180000,2.270000,2.180000,2.230000,2.162096,21572800
2020-04-22,2.190000,2.210000,2.160000,2.170000,2.103923,16706400
2020-04-23,2.170000,2.200000,2.110000,2.120000,2.055445,27604400
2020-04-24,2.060000,2.070000,1.900000,2.000000,1.939099,60961500
2020-04-27,2.060000,2.120000,2.040000,2.080000,2.016664,28343200
2020-04-28,2.160000,2.190000,2.110000,2.130000,2.065141,56467000
2020-04-29,2.180000,2.230000,2.150000,2.190000,2.123314,49640600
2020-04-30,2.140000,2.160000,2.090000,2.150000,2.084532,24730400
2020-05-01,2.170000,2.170000,2.090000,2.090000,2.026359,18804300
2020-05-04,2.030000,2.160000,2.020000,2.150000,2.084532,25316900
2020-05-05,2.180000,2.210000,2.140000,2.150000,2.084532,23055300
2020-05-06,2.150000,2.150000,2.060000,2.100000,2.036054,31829700
2020-05-07,2.100000,2.130000,1.980000,2.000000,1.939099,51914200
2020-05-08,2.090000,2.150000,2.080000,2.150000,2.084532,18686900
2020-05-11,2.150000,2.170000,2.070000,2.090000,2.026359,21380800
2020-05-12,2.110000,2.160000,2.010000,2.020000,1.958490,24936300
2020-05-13,2.040000,2.050000,1.900000,1.940000,1.880927,38274200
2020-05-14,1.970000,2.050000,1.910000,2.040000,1.977881,31487400
2020-05-15,2.020000,2.080000,1.980000,2.020000,1.958490,31640900
2020-05-18,2.100000,2.190000,2.080000,2.130000,2.065141,42593200
2020-05-19,2.150000,2.160000,2.090000,2.090000,2.026359,32944600
2020-05-20,2.120000,2.180000,2.090000,2.170000,2.103923,30071600
2020-05-21,2.190000,2.230000,2.110000,2.130000,2.065141,37050400
2020-05-22,2.150000,2.180000,2.100000,2.140000,2.074836,15958500
2020-05-26,2.340000,2.400000,2.300000,2.350000,2.278442,42690200
2020-05-27,2.500000,2.590000,2.420000,2.590000,2.511134,50629800
2020-05-28,2.550000,2.550000,2.370000,2.380000,2.307528,47949000
2020-05-29,2.370000,2.390000,2.260000,2.310000,2.239660,60412000
2020-06-01,2.340000,2.400000,2.310000,2.370000,2.297833,50377400
2020-06-02,2.440000,2.580000,2.400000,2.510000,2.433570,43352500
2020-06-03,2.650000,2.740000,2.630000,2.660000,2.579002,36377900
2020-06-04,2.640000,2.670000,2.590000,2.640000,2.559612,28859300
2020-06-05,2.800000,2.900000,2.770000,2.820000,2.734130,50237900
2020-06-08,2.940000,3.020000,2.910000,3.000000,2.908649,54865300
2020-06-09,2.920000,2.950000,2.870000,2.920000,2.831085,33461400
2020-06-10,2.950000,2.980000,2.810000,2.820000,2.734130,39396000
2020-06-11,2.650000,2.690000,2.590000,2.640000,2.559612,33465700
2020-06-12,2.710000,2.750000,2.610000,2.710000,2.627480,44167900
2020-06-15,2.570000,2.650000,2.520000,2.610000,2.530525,28675400
2020-06-16,2.700000,2.710000,2.540000,2.560000,2.482047,40495500
2020-06-17,2.600000,2.700000,2.580000,2.640000,2.559612,33425900
2020-06-18,2.600000,2.640000,2.540000,2.590000,2.511134,29712700
2020-06-19,2.600000,2.650000,2.580000,2.600000,2.520829,44839800
2020-06-22,2.630000,2.740000,2.630000,2.710000,2.627480,46836100
2020-06-23,2.750000,2.800000,2.710000,2.720000,2.637175,25300300
2020-06-24,2.670000,2.690000,2.550000,2.590000,2.511134,29196300
2020-06-25,2.620000,2.710000,2.620000,2.680000,2.598393,46837700
2020-06-26,2.640000,2.650000,2.550000,2.550000,2.472352,24721100
2020-06-29,2.600000,2.690000,2.570000,2.680000,2.598393,33534500
2020-06-30,2.670000,2.740000,2.610000,2.640000,2.559612,33405100
2020-07-01,2.660000,2.770000,2.660000,2.730000,2.646871,25199700
2020-07-02,2.770000,2.800000,2.630000,2.660000,2.579002,22932900
2020-07-06,2.710000,2.730000,2.670000,2.690000,2.608089,23360900
2020-07-07,2.700000,2.760000,2.670000,2.710000,2.627480,41491100
2020-07-08,2.750000,2.810000,2.700000,2.810000,2.724435,33395800
2020-07-09,2.830000,2.860000,2.750000,2.780000,2.695348,38317100
2020-07-10,2.750000,2.840000,2.740000,2.830000,2.743826,27799300
2020-07-13,2.820000,2.820000,2.610000,2.610000,2.530525,62774000
2020-07-14,2.580000,2.630000,2.520000,2.620000,2.540220,49673900
2020-07-15,2.670000,2.720000,2.660000,2.690000,2.608089,30825400
2020-07-16,2.660000,2.710000,2.620000,2.650000,2.569307,40471500
2020-07-17,2.670000,2.680000,2.590000,2.610000,2.530525,47180900
2020-07-20,2.620000,2.700000,2.620000,2.660000,2.579002,36173200
2020-07-21,2.710000,2.870000,2.700000,2.860000,2.772912,52873900
2020-07-22,2.910000,2.990000,2.870000,2.900000,2.811694,52349400
2020-07-23,2.890000,2.900000,2.780000,2.790000,2.705044,21725400
2020-07-24,2.800000,2.880000,2.750000,2.870000,2.782608,31077900
2020-07-27,2.890000,3.000000,2.870000,2.990000,2.898954,48253500
2020-07-28,2.940000,2.990000,2.920000,2.930000,2.840781,35456300
2020-07-29,2.990000,3.010000,2.900000,2.900000,2.811694,32567600
2020-07-30,3.000000,3.060000,2.840000,2.840000,2.753521,38836100
2020-07-31,2.790000,2.790000,2.660000,2.680000,2.598393,26136200
2020-08-03,2.630000,2.650000,2.580000,2.580000,2.501438,34823000
2020-08-04,2.560000,2.590000,2.500000,2.530000,2.452961,39217300
2020-08-05,2.570000,2.590000,2.470000,2.490000,2.414179,46315100
2020-08-06,2.460000,2.520000,2.440000,2.490000,2.414179,40796500
2020-08-07,2.450000,2.500000,2.440000,2.460000,2.385092,26933500
2020-08-10,2.500000,2.510000,2.410000,2.430000,2.356006,15931800
2020-08-11,2.470000,2.530000,2.460000,2.480000,2.404483,33715100
2020-08-12,2.490000,2.510000,2.400000,2.490000,2.414179,25248100
2020-08-13,2.500000,2.540000,2.470000,2.470000,2.394788,16287300
2020-08-14,2.480000,2.510000,2.430000,2.450000,2.375397,15272900
2020-08-17,2.440000,2.470000,2.330000,2.360000,2.288137,22238700
2020-08-18,2.430000,2.450000,2.380000,2.390000,2.317224,17192200
2020-08-19,2.410000,2.420000,2.330000,2.340000,2.268746,19197700
2020-08-20,2.270000,2.360000,2.240000,2.340000,2.268746,21473600
2020-08-21,2.310000,2.330000,2.270000,2.330000,2.259051,11948000
2020-08-24,2.330000,2.350000,2.300000,2.330000,2.259051,11774200
2020-08-25,2.310000,2.330000,2.280000,2.320000,2.249355,26074600
2020-08-26,2.320000,2.350000,2.240000,2.290000,2.220269,33683800
2020-08-27,2.310000,2.320000,2.260000,2.290000,2.220269,27054900
2020-08-28,2.330000,2.380000,2.300000,2.380000,2.307528,21366400
2020-08-31,2.330000,2.340000,2.250000,2.250000,2.181487,20436200
2020-09-01,2.350000,2.380000,2.330000,2.350000,2.278442,28473300
2020-09-02,2.360000,2.410000,2.340000,2.380000,2.307528,17005500
2020-09-03,2.420000,2.490000,2.370000,2.410000,2.336615,27628800
2020-09-04,2.410000,2.430000,2.350000,2.370000,2.297833,15147900
2020-09-08,2.330000,2.360000,2.300000,2.320000,2.249355,17269500
2020-09-09,2.360000,2.360000,2.310000,2.330000,2.259051,17794000
2020-09-10,2.340000,2.410000,2.330000,2.330000,2.259051,28408200
2020-09-11,2.330000,2.360000,2.260000,2.290000,2.220269,17269800
2020-09-14,2.330000,2.400000,2.300000,2.390000,2.317224,19561500
2020-09-15,2.390000,2.470000,2.380000,2.440000,2.365701,21320400
2020-09-16,2.440000,2.450000,2.420000,2.420000,2.346310,13630500
2020-09-17,2.390000,2.550000,2.380000,2.540000,2.462656,35229400
2020-09-18,2.490000,2.510000,2.390000,2.390000,2.317224,32220200
2020-09-21,2.340000,2.380000,2.300000,2.360000,2.288137,13443100
2020-09-22,2.360000,2.390000,2.340000,2.360000,2.288137,8512900
2020-09-23,2.320000,2.330000,2.240000,2.240000,2.171791,16472700
2020-09-24,2.250000,2.350000,2.210000,2.310000,2.239660,21438700
2020-09-25,2.290000,2.340000,2.250000,2.330000,2.259051,17736100
2020-09-28,2.330000,2.350000,2.210000,2.230000,2.162096,43705400
2020-09-29,2.220000,2.280000,2.190000,2.190000,2.123314,33354400
2020-09-30,2.230000,2.280000,2.220000,2.260000,2.191182,23762000
2020-10-01,2.230000,2.280000,2.220000,2.260000,2.191182,18290500
2020-10-02,2.250000,2.300000,2.220000,2.240000,2.171791,19271200
2020-10-05,2.240000,2.320000,2.240000,2.320000,2.249355,16158000
2020-10-06,2.390000,2.510000,2.380000,2.420000,2.346310,31067300
2020-10-07,2.420000,2.500000,2.420000,2.430000,2.356006,29383900
2020-10-08,2.420000,2.490000,2.400000,2.460000,2.385092,19573500
2020-10-09,2.480000,2.540000,2.450000,2.470000,2.394788,21808900
2020-10-12,2.480000,2.530000,2.450000,2.520000,2.443265,9881600
2020-10-13,2.480000,2.510000,2.440000,2.490000,2.414179,13605400
2020-10-14,2.490000,2.530000,2.480000,2.510000,2.433570,24554200
2020-10-15,2.440000,2.460000,2.420000,2.420000,2.346310,10224600
2020-10-16,2.400000,2.410000,2.340000,2.350000,2.278442,13408300
2020-10-19,2.390000,2.440000,2.360000,2.370000,2.297833,10447700
2020-10-20,2.410000,2.430000,2.390000,2.420000,2.346310,22171300
2020-10-21,2.390000,2.450000,2.380000,2.410000,2.336615,19722500
2020-10-22,2.410000,2.450000,2.380000,2.450000,2.375397,19198700
2020-10-23,2.450000,2.510000,2.430000,2.510000,2.433570,25366800
2020-10-26,2.510000,2.580000,2.500000,2.560000,2.482047,36584300
2020-10-27,2.530000,2.540000,2.420000,2.440000,2.365701,31387200
2020-10-28,2.370000,2.380000,2.310000,2.330000,2.259051,23898300
2020-10-29,2.330000,2.350000,2.200000,2.260000,2.191182,35438900
2020-10-30,2.240000,2.240000,2.130000,2.140000,2.074836,36839300
2020-11-02,2.180000,2.210000,2.140000,2.180000,2.113618,19866800
2020-11-03,2.230000,2.280000,2.220000,2.250000,2.181487,33984900
2020-11-04,2.290000,2.310000,2.250000,2.250000,2.181487,22650000
2020-11-05,2.360000,2.430000,2.340000,2.430000,2.356006,20251400
2020-11-06,2.420000,2.500000,2.410000,2.480000,2.404483,23997700
2020-11-09,2.630000,2.670000,2.580000,2.660000,2.579002,57773600
2020-11-10,2.690000,2.870000,2.680000,2.860000,2.772912,60455800
2020-11-11,2.780000,2.830000,2.760000,2.790000,2.705044,28664200
2020-11-12,2.750000,2.770000,2.670000,2.710000,2.627480,21259200
2020-11-13,2.690000,2.800000,2.680000,2.800000,2.714739,26701200
2020-11-16,2.820000,2.870000,2.780000,2.870000,2.782608,19108900
2020-11-17,2.830000,2.970000,2.820000,2.910000,2.821390,26253200
2020-11-18,2.900000,2.910000,2.770000,2.770000,2.685653,29554500
2020-11-19,2.790000,2.850000,2.770000,2.800000,2.714739,20143300
2020-11-20,2.740000,2.770000,2.690000,2.690000,2.608089,16573800
2020-11-23,2.710000,2.740000,2.670000,2.740000,2.656566,22927900
2020-11-24,2.770000,2.840000,2.760000,2.780000,2.695348,30423400
2020-11-25,2.740000,2.790000,2.740000,2.760000,2.675957,15415800
2020-11-27,2.710000,2.760000,2.700000,2.730000,2.646871,7458800
2020-11-30,2.710000,2.720000,2.630000,2.660000,2.579002,18078300
2020-12-01,2.720000,2.860000,2.690000,2.860000,2.772912,26034600
2020-12-02,2.810000,2.890000,2.790000,2.880000,2.792303,35575800
2020-12-03,2.800000,2.930000,2.800000,2.890000,2.801999,28295400
2020-12-04,2.870000,2.930000,2.850000,2.910000,2.821390,28848800
2020-12-07,2.970000,3.040000,2.930000,2.950000,2.860172,26377100
2020-12-08,2.960000,3.020000,2.940000,2.960000,2.869867,21872900
2020-12-09,2.980000,3.030000,2.930000,2.990000,2.898954,20343400
2020-12-10,3.040000,3.180000,3.030000,3.150000,3.054082,38045400
2020-12-11,3.100000,3.130000,3.050000,3.130000,3.034691,32572600
2020-12-14,3.080000,3.100000,3.010000,3.020000,2.928040,19669000
2020-12-15,3.050000,3.120000,3.040000,3.100000,3.005604,14109000
2020-12-16,3.080000,3.160000,3.060000,3.160000,3.063777,20753100
2020-12-17,3.170000,3.200000,3.160000,3.190000,3.092864,17048700
2020-12-18,3.140000,3.170000,3.110000,3.130000,3.114757,18166900
2020-12-21,3.050000,3.070000,2.980000,3.040000,3.025195,21670100
2020-12-22,3.030000,3.090000,3.020000,3.030000,3.015244,15175600
2020-12-23,3.050000,3.070000,3.020000,3.020000,3.005292,12838400
2020-12-24,3.050000,3.060000,3.000000,3.050000,3.035146,3918800
2020-12-28,3.020000,3.060000,3.000000,3.030000,3.015244,11487000
2020-12-29,3.080000,3.120000,3.060000,3.120000,3.104805,20124700
2020-12-30,3.100000,3.120000,3.050000,3.050000,3.035146,9659600
2020-12-31,3.050000,3.070000,3.020000,3.060000,3.045097,3904200
2021-01-04,3.070000,3.090000,2.940000,2.990000,2.975438,27847800
2021-01-05,2.910000,3.060000,2.900000,3.060000,3.045097,79550700
2021-01-06,2.980000,3.090000,2.970000,3.070000,3.055049,46496100
2021-01-07,3.040000,3.060000,2.980000,2.990000,2.975438,28980300
2021-01-08,3.070000,3.130000,3.030000,3.070000,3.055049,27720900
2021-01-11,3.010000,3.040000,2.950000,2.960000,2.945585,18839600
2021-01-12,3.010000,3.200000,3.000000,3.190000,3.174464,22136800
2021-01-13,3.080000,3.100000,3.020000,3.080000,3.065000,23126200
2021-01-14,3.110000,3.190000,3.100000,3.180000,3.180000,13188700
2021-01-15,3.100000,3.130000,3.030000,3.050000,3.050000,22098200
2021-01-19,3.080000,3.090000,3.030000,3.070000,3.070000,22222200
2021-01-20,3.100000,3.100000,3.020000,3.040000,3.040000,17570400
2021-01-21,3.050000,3.050000,2.910000,2.940000,2.940000,19543700
2021-01-22,2.870000,2.900000,2.750000,2.800000,2.800000,34236800
2021-01-25,2.830000,2.850000,2.770000,2.850000,2.850000,22275500
2021-01-26,2.900000,2.940000,2.880000,2.900000,2.900000,28030200
2021-01-27,2.870000,2.930000,2.840000,2.860000,2.860000,26569200
2021-01-28,2.890000,2.950000,2.880000,2.900000,2.900000,27027100
2021-01-29,2.860000,2.870000,2.780000,2.790000,2.790000,26234900
2021-02-01,2.860000,2.910000,2.800000,2.900000,2.900000,15762200
2021-02-02,2.990000,3.010000,2.890000,2.920000,2.920000,30748300
